timestamp,src_ip,dst_ip,protocol,packet_size,duration,tcp_flags,byte_rate,connection_state
2026-04-04T08:13:00,10.15.211.24,96.188.242.30,tcp,1546,0.04,2,38650.0,syn_recv
2026-04-04T08:13:20,10.141.5.192,227.224.147.217,udp,890,0.99,,898.99,syn_sent
2026-04-04T08:13:40,172.22.29.180,172.22.29.180,tcp,252,0.94,2,268.09,closed
2026-04-04T08:14:00,34.130.55.201,192.168.2.236,udp,754,0.14,R,16024.35,syn_sent
2026-04-04T08:14:20,192.168.172.147,198.59.218.67,udp,951,1.66,S,572.89,closed
2026-04-04T08:14:40,20.182.67.216,192.168.92.73,udp,858,0.23,0,3316.04,syn_sent
2026-04-04T08:15:00,71.20.198.69,10.132.184.80,udp,174,0.2,8,7754.45,syn_sent
2026-04-04T08:15:20,192.168.144.75,78.105.218.216,udp,148,1.84,18,80.43,syn_recv
2026-04-04T08:15:40,120.184.21.143,172.17.111.131,icmp,737,0.02,1,10201.25,reset
2026-04-04T08:16:00,37.235.151.157,192.168.205.243,udp,897,0.02,0,9460.9,reset
2026-04-04T08:16:20,251.70.86.186,192.168.106.224,icmp,430,0.31,R,6916.26,unknown
2026-04-04T08:16:40,10.139.133.17,10.139.133.17,tcp,153,1.29,F,118.6,syn_sent
2026-04-04T08:17:00,118.111.196.109,10.203.92.138,udp,59,0.41,0,12632.21,reset
2026-04-04T08:17:20,192.168.166.243,228.226.57.155,udp,890,1.99,"S,A",447.24,closed
2026-04-04T08:17:40,36.170.24.218,10.34.129.204,icmp,717,0.22,,13824.47,unknown
2026-04-04T08:18:00,192.168.132.244,140.104.33.162,icmp,1715,1.81,,947.51,fin_wait
2026-04-04T08:18:20,172.23.243.236,192.168.29.109,udp,505,5.75,24,87.83,established
2026-04-04T08:18:40,172.24.119.179,192.168.84.134,tcp,1344,1.32,2,1018.18,established
2026-04-04T08:19:00,226.189.206.208,10.7.201.19,icmp,89,0.44,1,17423.8,reset
2026-04-04T08:19:20,72.247.236.64,172.20.193.102,udp,4167,1.23,R,2988.59,unknown
2026-04-04T08:19:40,172.22.5.206,223.87.136.16,tcp,1216,1.03,S,1180.58,syn_sent
2026-04-04T08:20:00,101.161.190.137,192.168.137.45,icmp,622,0.0,1,16168.68,reset
2026-04-04T08:20:20,249.158.164.94,172.25.230.113,icmp,3429,0.54,R,16744.4,unknown
2026-04-04T08:20:40,10.20.199.72,10.20.199.72,icmp,634,1.64,,386.59,fin_wait
2026-04-04T08:21:00,10.11.51.180,192.168.181.70,udp,2150,0.83,2,2590.36,syn_recv
2026-04-04T08:21:20,56.48.66.50,10.197.127.17,udp,838,0.22,0,10009.11,reset
2026-04-04T08:21:40,192.168.70.6,172.17.57.208,icmp,63,5.75,24,10.96,established
2026-04-04T08:22:00,51.252.240.217,10.60.24.194,udp,1300,0.12,P,10636.25,unknown
2026-04-04T08:22:20,204.110.235.192,192.168.77.217,tcp,2144,0.25,,6703.31,established
2026-04-04T08:22:40,115.225.70.53,172.27.203.101,udp,143,0.49,,4743.68,closed
2026-04-04T08:23:00,192.168.219.121,192.168.219.121,udp,541,0.79,F,684.81,syn_recv
2026-04-04T08:23:20,94.11.130.201,192.168.3.146,icmp,810,0.12,1,11047.05,closed
2026-04-04T08:23:40,60.91.112.39,172.22.66.212,udp,807,0.22,,10980.31,closed
2026-04-04T08:24:00,45.148.98.167,192.168.189.57,udp,531,0.02,R,9654.33,reset
2026-04-04T08:24:20,232.2.250.16,10.54.220.69,udp,896,0.37,0,11881.17,reset
2026-04-04T08:24:40,30.123.37.40,10.66.136.81,icmp,287,0.29,1,6299.41,syn_sent
2026-04-04T08:25:00,175.21.8.16,10.180.152.107,udp,5722,1.28,R,14427.74,syn_sent
2026-04-04T08:25:20,136.227.80.157,192.168.40.84,udp,894,0.21,1,14945.5,reset
2026-04-04T08:25:40,45.229.175.155,172.31.19.245,udp,301,0.16,0,4309.66,closed
2026-04-04T08:26:00,10.128.53.59,10.128.53.59,tcp,1803,2.11,,854.5,syn_sent
2026-04-04T08:26:20,172.30.93.88,32.114.246.116,udp,1512,0.2,18,7560.0,reset
2026-04-04T08:26:40,105.3.9.125,192.168.11.23,udp,910,0.26,1,2502.9,syn_sent
2026-04-04T08:27:00,180.233.163.172,10.159.89.240,udp,673,0.41,8,10574.8,syn_sent
2026-04-04T08:27:20,201.186.81.53,10.136.164.138,tcp,2257,1.14,F,4055.41,reset
2026-04-04T08:27:40,132.3.64.119,172.31.80.244,udp,583,0.11,0,7744.95,syn_sent
2026-04-04T08:28:00,220.117.103.174,172.31.59.82,udp,665,0.18,,17479.9,unknown
2026-04-04T08:28:20,192.168.102.159,58.169.130.207,tcp,196,2.17,16,90.32,syn_recv
2026-04-04T08:28:40,47.64.72.190,10.219.24.123,udp,4948,0.76,,3000.85,reset
2026-04-04T08:29:00,49.178.130.226,10.9.20.1,icmp,931,0.31,8,13969.38,unknown
2026-04-04T08:29:20,86.121.216.87,192.168.185.183,udp,416,0.31,0,3880.82,closed
2026-04-04T08:29:40,10.174.198.51,192.168.161.143,tcp,2090,2.42,16,863.64,established
2026-04-04T08:30:00,35.79.6.254,192.168.251.182,icmp,796,0.39,8,15973.87,reset
2026-04-04T08:30:20,173.254.94.38,192.168.179.73,icmp,225,0.29,8,15508.02,reset
2026-04-04T08:30:40,145.236.169.173,192.168.216.166,udp,452,0.01,1,7605.86,unknown
2026-04-04T08:31:00,77.135.191.108,192.168.130.4,tcp,2576,1.75,S,18733.01,established
2026-04-04T08:31:20,192.168.17.142,194.114.82.254,tcp,576,0.16,F,3600.0,closed
2026-04-04T08:31:40,77.16.160.133,10.166.245.123,icmp,648,0.28,R,9197.04,unknown
2026-04-04T08:32:00,61.133.62.51,192.168.228.189,udp,161,0.16,,6558.62,syn_sent
2026-04-04T08:32:20,89.24.89.123,192.168.116.119,icmp,881,0.29,8,17440.92,unknown
2026-04-04T08:32:40,190.219.162.179,10.160.136.86,icmp,692,0.34,R,17609.24,reset
2026-04-04T08:33:00,172.25.26.38,49.19.142.90,tcp,1126,1.98,S,568.69,fin_wait
2026-04-04T08:33:20,10.184.225.225,10.227.105.160,udp,463,1.22,18,379.51,time_wait
2026-04-04T08:33:40,10.154.207.156,42.227.114.89,icmp,206,1.41,2,146.1,reset
2026-04-04T08:34:00,218.74.100.98,192.168.139.103,icmp,379,0.04,0,6996.22,syn_sent
2026-04-04T08:34:20,195.35.171.112,192.168.177.154,icmp,90,0.35,R,9501.12,unknown
2026-04-04T08:34:40,10.60.152.57,120.209.197.123,tcp,279,0.04,16,6975.0,fin_wait
2026-04-04T08:35:00,226.73.9.171,192.168.50.143,udp,559,0.28,1,8015.19,syn_sent
2026-04-04T08:35:20,11.30.77.203,192.168.0.175,icmp,381,0.37,R,12410.34,syn_sent
2026-04-04T08:35:40,9.215.59.253,172.24.68.208,icmp,1143,0.67,F,12830.6,unknown
2026-04-04T08:36:00,109.205.103.130,172.30.124.225,udp,495,0.08,,10964.1,syn_sent
2026-04-04T08:36:20,172.31.181.224,82.213.140.65,icmp,570,2.01,18,283.58,closed
2026-04-04T08:36:40,192.168.81.103,147.183.129.113,udp,1546,0.59,16,2620.34,closed
2026-04-04T08:37:00,134.156.173.161,172.29.193.176,udp,684,0.3,0,9275.64,syn_sent
2026-04-04T08:37:20,249.180.203.26,172.29.220.135,udp,338,0.22,8,13131.93,unknown
2026-04-04T08:37:40,172.17.3.200,114.148.65.147,udp,1355,1.47,16,921.77,closed
2026-04-04T08:38:00,172.31.217.156,172.31.217.156,icmp,303,1.69,F,179.29,reset
2026-04-04T08:38:20,172.19.215.44,206.190.143.174,icmp,1635,1.82,18,898.35,syn_recv
2026-04-04T08:38:40,46.190.204.161,192.168.3.14,icmp,415,0.49,R,10742.75,closed
2026-04-04T08:39:00,192.168.68.176,195.157.156.105,udp,474,1.08,2,438.89,reset
2026-04-04T08:39:20,226.124.161.64,192.168.29.199,udp,221,0.17,8,2578.37,reset
2026-04-04T08:39:40,238.35.186.215,172.17.75.116,icmp,672,0.5,8,15733.26,syn_sent
2026-04-04T08:40:00,246.226.232.88,192.168.246.18,udp,869,0.14,1,15038.2,unknown
2026-04-04T08:40:20,75.174.20.64,192.168.8.78,icmp,697,0.47,8,13930.39,reset
2026-04-04T08:40:40,235.14.71.176,172.18.56.118,icmp,213,0.23,,5510.28,syn_sent
2026-04-04T08:41:00,172.23.115.189,192.168.129.157,tcp,2198,1.24,24,1772.58,established
2026-04-04T08:41:20,25.211.247.41,192.168.184.68,icmp,384,0.19,1,16157.15,closed
2026-04-04T08:41:40,218.18.122.232,192.168.147.146,udp,892,0.4,0,9326.44,unknown
2026-04-04T08:42:00,172.20.115.65,98.65.114.187,udp,1308,0.24,,5450.0,reset
2026-04-04T08:42:20,192.168.110.79,192.168.177.212,udp,1441,3.22,16,447.52,closed
2026-04-04T08:42:40,114.190.222.140,192.168.6.225,udp,698,0.09,0,5450.33,syn_sent
2026-04-04T08:43:00,87.25.140.196,10.170.157.117,icmp,824,0.02,0,15388.13,closed
2026-04-04T08:43:20,192.168.175.102,192.168.175.102,tcp,175,0.34,2,514.71,reset
2026-04-04T08:43:40,48.10.249.153,172.31.108.209,udp,195,0.13,0,6212.18,closed
2026-04-04T08:44:00,94.142.181.143,192.168.84.207,udp,778,0.32,R,8847.23,closed
2026-04-04T08:44:20,10.235.91.226,10.235.91.226,icmp,921,0.39,2,2361.54,fin_wait
2026-04-04T08:44:40,148.52.104.79,172.20.72.97,udp,194,0.27,8,11647.72,syn_sent
2026-04-04T08:45:00,248.228.168.35,192.168.239.32,udp,833,0.38,1,9349.61,reset
2026-04-04T08:45:20,24.66.79.28,172.17.67.122,icmp,943,0.45,R,11254.71,syn_sent
2026-04-04T08:45:40,192.168.24.126,192.168.24.126,icmp,1193,2.12,S,562.74,reset
2026-04-04T08:46:00,10.140.58.130,40.179.185.152,tcp,1470,1.09,S,1348.62,syn_sent
2026-04-04T08:46:20,83.204.76.162,192.168.165.116,icmp,417,0.38,0,9839.56,unknown
2026-04-04T08:46:40,93.64.41.136,10.74.88.97,icmp,549,0.2,,3971.33,syn_sent
2026-04-04T08:47:00,10.185.6.107,10.185.6.107,tcp,1148,0.39,S,2943.59,reset
2026-04-04T08:47:20,54.103.253.243,10.135.221.56,udp,138,0.31,R,17451.39,unknown
2026-04-04T08:47:40,10.40.14.94,10.221.49.102,tcp,1513,1.82,24,831.32,established
2026-04-04T08:48:00,172.21.232.98,172.21.232.98,udp,923,1.52,2,607.24,closed
2026-04-04T08:48:20,117.213.164.27,192.168.71.128,icmp,531,0.04,1,13708.97,syn_sent
2026-04-04T08:48:40,246.60.15.18,10.114.92.62,udp,445,0.17,1,13163.39,reset
2026-04-04T08:49:00,193.112.168.107,172.16.117.115,icmp,67,0.49,0,5636.02,unknown
2026-04-04T08:49:20,108.71.241.129,172.30.171.70,tcp,3330,1.7,R,18554.64,established
2026-04-04T08:49:40,139.148.216.58,10.29.72.198,icmp,191,0.29,0,14940.1,closed
2026-04-04T08:50:00,211.177.140.10,172.17.58.168,icmp,576,0.04,8,9958.65,unknown
2026-04-04T08:50:20,192.168.28.138,192.168.28.138,udp,1330,0.23,2,5782.61,syn_sent
2026-04-04T08:50:40,143.232.89.120,192.168.73.83,udp,1674,1.63,,10971.94,reset
2026-04-04T08:51:00,10.199.186.74,129.230.6.175,udp,1121,1.69,"S,A",663.31,syn_sent
2026-04-04T08:51:20,192.168.121.50,192.168.121.50,icmp,1890,0.39,F,4846.15,closed
2026-04-04T08:51:40,192.168.33.204,10.60.167.218,icmp,2332,4.59,16,508.06,closed
2026-04-04T08:52:00,155.121.214.63,10.42.67.149,icmp,391,0.4,1,13730.16,closed
2026-04-04T08:52:20,192.168.125.125,192.168.143.4,icmp,142,3.46,24,41.04,closed
2026-04-04T08:52:40,152.63.42.149,172.22.175.89,udp,294,0.19,R,5981.65,syn_sent
2026-04-04T08:53:00,227.110.226.216,192.168.201.190,icmp,27,0.19,0,2606.3,syn_sent
2026-04-04T08:53:20,172.30.112.198,172.30.112.198,udp,1206,1.08,,1116.67,closed
2026-04-04T08:53:40,10.242.206.46,47.227.35.94,tcp,124,1.41,"S,A",87.94,reset
2026-04-04T08:54:00,125.25.191.136,172.19.225.158,icmp,495,0.14,8,5785.82,reset
2026-04-04T08:54:20,192.168.19.59,192.168.19.59,tcp,1867,0.81,,2304.94,closed
2026-04-04T08:54:40,10.61.79.6,80.160.44.67,tcp,1009,0.9,"S,A",1121.11,fin_wait
2026-04-04T08:55:00,172.17.243.103,138.164.154.62,tcp,1584,1.33,16,1190.98,syn_recv
2026-04-04T08:55:20,36.174.8.71,172.20.33.25,udp,162,0.16,1,16744.63,unknown
2026-04-04T08:55:40,78.60.242.202,10.250.47.22,icmp,5587,0.14,,18822.41,reset
2026-04-04T08:56:00,228.238.199.252,10.207.45.189,udp,272,0.24,R,6133.66,closed
2026-04-04T08:56:20,209.248.132.15,10.17.74.97,icmp,235,0.13,1,9865.09,closed
2026-04-04T08:56:40,192.168.253.251,192.168.253.251,tcp,776,2.06,2,376.7,fin_wait
2026-04-04T08:57:00,164.233.157.30,10.146.11.47,icmp,849,0.04,R,13097.24,reset
2026-04-04T08:57:20,179.36.18.51,172.18.47.47,icmp,192,0.4,1,15112.14,unknown
2026-04-04T08:57:40,42.1.174.50,10.216.25.161,icmp,64,0.44,1,11038.07,closed
2026-04-04T08:58:00,216.98.205.217,172.24.155.253,icmp,556,0.01,8,4523.46,closed
2026-04-04T08:58:20,147.244.253.105,172.25.214.224,udp,283,0.37,0,7475.07,unknown
2026-04-04T08:58:40,230.248.236.198,172.31.80.34,udp,927,0.3,,9636.89,syn_sent
2026-04-04T08:59:00,172.29.211.191,172.29.211.191,icmp,1398,1.41,,991.49,syn_sent
2026-04-04T08:59:20,10.89.62.50,127.51.12.120,udp,1788,1.42,2,1259.15,reset
2026-04-04T08:59:40,97.239.207.80,172.30.195.60,icmp,356,0.2,R,11670.68,reset
2026-04-04T09:00:00,242.198.54.148,192.168.22.230,udp,615,0.31,1,5480.61,reset
2026-04-04T09:00:20,57.2.89.199,172.16.139.181,udp,466,0.19,0,10524.78,unknown
2026-04-04T09:00:40,82.163.141.76,10.114.86.156,udp,773,0.02,8,12687.16,unknown
2026-04-04T09:01:00,7.186.221.74,10.229.236.131,icmp,730,0.39,R,12936.64,syn_sent
2026-04-04T09:01:20,252.166.32.15,10.239.222.36,icmp,588,0.18,1,5104.3,unknown
2026-04-04T09:01:40,192.168.28.31,235.57.144.2,icmp,1348,1.7,"S,A",792.94,closed
2026-04-04T09:02:00,10.120.5.148,131.170.133.83,tcp,1018,0.71,2,1433.8,closed
2026-04-04T09:02:20,216.209.26.185,192.168.73.63,udp,877,0.12,1,2703.26,unknown
2026-04-04T09:02:40,81.248.120.244,10.244.4.84,icmp,249,0.13,0,8718.91,reset
2026-04-04T09:03:00,125.111.239.207,10.234.24.55,icmp,843,0.03,1,12434.95,unknown
2026-04-04T09:03:20,205.200.31.176,192.168.115.153,udp,541,0.25,8,4640.12,unknown
2026-04-04T09:03:40,10.183.238.230,140.141.113.111,icmp,1499,0.8,F,1873.75,reset
2026-04-04T09:04:00,247.158.167.10,172.27.220.26,udp,69,0.03,8,15789.96,closed
2026-04-04T09:04:20,137.35.88.5,172.18.112.206,udp,296,0.26,1,6197.65,unknown
2026-04-04T09:04:40,61.48.55.175,10.36.178.41,udp,930,0.37,8,16118.21,closed
2026-04-04T09:05:00,247.168.245.19,192.168.96.41,icmp,549,0.11,0,15576.81,reset
2026-04-04T09:05:20,172.27.21.214,192.168.245.6,udp,496,4.13,18,120.1,closed
2026-04-04T09:05:40,242.161.217.136,10.216.8.245,udp,417,0.33,8,16993.51,reset
2026-04-04T09:06:00,178.152.164.115,192.168.152.147,icmp,397,0.19,R,17589.44,syn_sent
2026-04-04T09:06:20,229.80.228.80,192.168.246.219,udp,348,0.47,0,5764.01,syn_sent
2026-04-04T09:06:40,10.32.179.47,10.32.179.47,tcp,1875,2.09,F,897.13,syn_sent
2026-04-04T09:07:00,192.168.133.228,192.168.133.228,udp,1339,1.45,2,923.45,reset
2026-04-04T09:07:20,220.134.28.167,192.168.187.62,icmp,4660,1.14,,3428.4,syn_sent
2026-04-04T09:07:40,172.24.55.93,10.157.67.159,tcp,1059,3.37,0,314.24,syn_recv
2026-04-04T09:08:00,43.174.182.166,172.18.230.222,udp,77,0.21,8,14595.32,unknown
2026-04-04T09:08:20,172.25.168.210,172.25.168.210,udp,1415,1.21,"S,A",1169.42,fin_wait
2026-04-04T09:08:40,229.229.111.98,10.209.74.62,icmp,6570,1.48,R,8043.85,unknown
2026-04-04T09:09:00,192.168.29.144,29.159.200.131,icmp,1376,1.88,18,731.91,closed
2026-04-04T09:09:20,36.40.39.62,10.42.220.19,icmp,142,0.07,1,15038.89,unknown
2026-04-04T09:09:40,192.168.42.190,192.168.42.190,udp,610,0.41,16,1487.8,syn_sent
2026-04-04T09:10:00,94.89.55.86,192.168.74.2,icmp,226,0.33,8,17106.51,reset
2026-04-04T09:10:20,105.127.150.136,172.22.115.60,icmp,403,0.36,0,15322.98,reset
2026-04-04T09:10:40,192.168.254.103,192.168.16.109,tcp,2102,3.13,16,671.57,syn_recv
2026-04-04T09:11:00,10.79.167.115,26.46.185.225,udp,787,0.5,S,1574.0,syn_sent
2026-04-04T09:11:20,37.229.99.135,192.168.141.203,tcp,6101,1.38,,13706.82,established
2026-04-04T09:11:40,172.17.72.43,130.187.228.244,udp,552,1.63,,338.65,fin_wait
2026-04-04T09:12:00,112.7.217.165,10.22.158.241,tcp,3740,0.17,S,21769.75,unknown
2026-04-04T09:12:20,102.17.97.6,192.168.47.59,tcp,2574,1.14,P,15598.94,unknown
2026-04-04T09:12:40,172.27.201.58,172.27.201.58,icmp,1984,1.75,18,1133.71,fin_wait
2026-04-04T09:13:00,17.188.191.92,192.168.241.41,icmp,551,0.01,,2799.94,unknown
2026-04-04T09:13:20,192.168.131.89,19.36.166.87,tcp,388,1.53,2,253.59,syn_recv
2026-04-04T09:13:40,105.105.188.90,192.168.45.188,udp,370,0.25,8,3803.21,unknown
2026-04-04T09:14:00,2.144.49.251,10.94.186.20,icmp,615,0.32,1,11477.66,unknown
2026-04-04T09:14:20,172.27.24.218,10.230.64.18,udp,537,6.1,0,88.03,closed
2026-04-04T09:14:40,112.47.249.114,192.168.47.7,udp,860,0.24,,6810.69,reset
2026-04-04T09:15:00,4.114.35.24,192.168.206.235,udp,133,0.01,,16669.42,closed
2026-04-04T09:15:20,172.27.240.195,10.155.203.25,tcp,1737,3.05,0,569.51,time_wait
2026-04-04T09:15:40,172.20.137.252,24.15.177.31,tcp,1024,2.17,F,471.89,reset
2026-04-04T09:16:00,10.164.83.92,10.164.83.92,icmp,1531,1.52,F,1007.24,syn_sent
2026-04-04T09:16:20,191.139.27.132,192.168.68.33,icmp,40,0.44,8,9281.6,unknown
2026-04-04T09:16:40,85.89.64.148,192.168.36.161,icmp,40,0.37,,4431.66,reset
2026-04-04T09:17:00,238.150.221.87,172.31.45.131,icmp,211,0.27,8,4234.96,unknown
2026-04-04T09:17:20,91.33.15.16,192.168.222.62,icmp,867,0.02,8,8384.5,closed
2026-04-04T09:17:40,251.114.4.25,10.239.75.21,icmp,577,0.13,R,6256.27,reset
2026-04-04T09:18:00,10.52.125.135,10.52.125.135,tcp,1985,0.91,18,2181.32,reset
2026-04-04T09:18:20,133.186.32.219,10.205.174.223,icmp,839,0.2,8,9432.61,unknown
2026-04-04T09:18:40,204.104.163.252,10.9.43.65,udp,156,0.4,8,16693.17,unknown
2026-04-04T09:19:00,191.82.238.30,172.29.161.27,icmp,3941,0.46,F,19888.2,syn_sent
2026-04-04T09:19:20,239.160.219.37,192.168.82.27,udp,738,0.47,,5262.15,reset
2026-04-04T09:19:40,196.107.102.186,192.168.153.156,icmp,87,0.21,,13615.46,reset
2026-04-04T09:20:00,82.107.113.26,10.179.181.15,tcp,5431,1.04,,13999.46,reset
2026-04-04T09:20:20,10.214.187.198,46.54.150.107,icmp,1112,0.8,16,1390.0,reset
2026-04-04T09:20:40,192.168.143.3,199.74.119.104,udp,1328,1.4,,948.57,syn_sent
2026-04-04T09:21:00,29.108.214.83,192.168.251.238,udp,210,0.31,R,12661.15,reset
2026-04-04T09:21:20,172.19.43.60,172.19.43.60,icmp,1840,1.55,,1187.1,syn_sent
2026-04-04T09:21:40,10.111.43.206,10.116.118.79,icmp,2046,0.24,24,8525.0,closed
2026-04-04T09:22:00,172.31.21.249,78.165.124.147,icmp,1620,1.19,"S,A",1361.34,reset
2026-04-04T09:22:20,10.219.145.52,199.159.245.26,tcp,375,1.56,16,240.38,fin_wait
2026-04-04T09:22:40,101.48.54.8,192.168.208.231,icmp,254,0.13,R,6223.76,unknown
2026-04-04T09:23:00,55.81.5.159,192.168.124.230,icmp,494,0.11,,15334.58,reset
2026-04-04T09:23:20,209.109.213.222,172.18.167.242,udp,938,0.23,0,10547.91,unknown
2026-04-04T09:23:40,10.94.93.224,130.109.137.29,tcp,885,0.4,"S,A",2212.5,fin_wait
2026-04-04T09:24:00,21.117.59.81,192.168.59.254,udp,614,0.2,0,13836.22,closed
2026-04-04T09:24:20,153.237.216.42,172.20.179.60,udp,512,0.22,8,8045.97,closed
2026-04-04T09:24:40,172.21.67.243,82.20.165.140,icmp,1215,0.74,"S,A",1641.89,fin_wait
2026-04-04T09:25:00,80.179.171.118,192.168.173.51,udp,796,0.36,1,7063.7,reset
2026-04-04T09:25:20,138.63.179.200,192.168.130.42,icmp,3397,1.15,P,1717.03,unknown
2026-04-04T09:25:40,10.251.160.5,10.251.160.5,tcp,648,2.05,16,316.1,syn_sent
2026-04-04T09:26:00,99.72.119.174,172.20.41.144,icmp,1041,0.12,F,13549.35,established
2026-04-04T09:26:20,179.5.131.246,192.168.212.103,udp,786,0.26,,4046.57,syn_sent
2026-04-04T09:26:40,192.168.79.55,60.136.11.85,tcp,838,1.42,S,590.14,reset
2026-04-04T09:27:00,172.31.141.134,172.31.141.134,icmp,111,1.27,S,87.4,syn_recv
2026-04-04T09:27:20,85.124.143.4,10.103.120.163,udp,209,0.23,R,12198.89,unknown
2026-04-04T09:27:40,192.168.35.21,113.173.212.130,udp,1243,1.4,,887.86,reset
2026-04-04T09:28:00,51.227.91.235,192.168.69.224,icmp,138,0.37,R,5607.99,closed
2026-04-04T09:28:20,192.168.237.34,124.92.177.61,icmp,827,0.91,S,908.79,closed
2026-04-04T09:28:40,184.99.155.99,172.25.248.142,icmp,658,0.48,8,8791.5,unknown
2026-04-04T09:29:00,47.189.71.210,192.168.86.224,udp,666,0.42,1,5605.63,syn_sent
2026-04-04T09:29:20,14.161.90.37,192.168.118.169,udp,625,0.07,R,12736.56,closed
2026-04-04T09:29:40,242.25.9.168,10.237.227.147,udp,27,0.29,,12062.93,syn_sent
2026-04-04T09:30:00,10.73.255.102,93.220.7.102,tcp,1738,1.5,,1158.67,reset
2026-04-04T09:30:20,194.155.174.80,172.26.72.116,udp,491,0.38,0,7959.97,closed
2026-04-04T09:30:40,172.27.177.142,172.17.47.245,tcp,233,1.24,0,187.9,time_wait
2026-04-04T09:31:00,154.93.19.237,10.0.188.39,icmp,5413,0.44,F,19336.54,unknown
2026-04-04T09:31:20,192.168.79.184,192.168.79.184,udp,1316,1.55,"S,A",849.03,syn_sent
2026-04-04T09:31:40,98.26.43.201,172.17.173.30,udp,278,0.08,0,11613.81,reset
2026-04-04T09:32:00,192.168.177.165,192.168.177.165,icmp,389,1.93,S,201.55,closed
2026-04-04T09:32:20,5.252.133.88,192.168.150.164,udp,173,0.26,R,9318.12,syn_sent
2026-04-04T09:32:40,154.212.207.81,10.228.43.29,icmp,212,0.27,0,3004.81,syn_sent
