timestamp,src_ip,dst_ip,protocol,packet_size,duration,tcp_flags,byte_rate,connection_state,label,threat_type
2026-04-03T08:47:00,10.18.100.63,192.168.121.203,udp,1392,3.65,0,381.37,established,normal,normal
2026-04-03T08:48:00,10.210.227.22,172.24.4.172,tcp,1465,3.67,2,399.18,established,normal,normal
2026-04-03T08:49:00,10.244.70.57,192.168.45.221,tcp,973,0.12,24,8108.33,established,normal,normal
2026-04-03T08:50:00,172.24.87.176,55.138.14.225,udp,680,0.73,,931.51,syn_sent,anomaly,spoofing
2026-04-03T08:51:00,10.205.224.194,10.205.224.194,udp,596,1.24,"S,A",480.65,syn_sent,anomaly,spoofing
2026-04-03T08:52:00,10.198.104.221,63.161.138.234,udp,571,1.4,"S,P",407.86,syn_recv,anomaly,spoofing
2026-04-03T08:53:00,10.103.226.142,112.120.14.237,icmp,866,0.12,"S,P",7216.67,time_wait,anomaly,spoofing
2026-04-03T08:54:00,2.233.230.109,172.17.198.234,udp,5349,0.47,,4183.87,reset,anomaly,protocol_threat
2026-04-03T08:55:00,119.11.46.185,192.168.37.140,udp,4830,0.03,1,9906.51,unknown,anomaly,protocol_threat
2026-04-03T08:56:00,206.88.144.89,192.168.218.189,udp,3131,0.89,1,10546.35,syn_sent,anomaly,protocol_threat
2026-04-03T08:57:00,192.168.174.35,172.18.121.53,udp,939,3.54,18,265.25,syn_sent,normal,normal
2026-04-03T08:58:00,172.29.34.112,172.16.11.158,icmp,1854,4.11,16,451.09,syn_recv,normal,normal
2026-04-03T08:59:00,172.26.65.181,192.168.13.153,udp,1489,2.3,24,647.39,fin_wait,normal,normal
2026-04-03T09:00:00,192.168.34.232,192.168.34.232,udp,714,0.64,"S,P",1115.62,syn_recv,anomaly,spoofing
2026-04-03T09:01:00,172.25.180.68,246.58.18.151,icmp,423,1.2,"S,A",352.5,syn_recv,anomaly,spoofing
2026-04-03T09:02:00,10.123.131.75,247.50.178.112,tcp,847,0.07,F,12100.0,syn_recv,anomaly,spoofing
2026-04-03T09:03:00,10.233.17.227,10.233.17.227,udp,309,0.82,18,376.83,reset,anomaly,spoofing
2026-04-03T09:04:00,69.143.196.216,192.168.91.220,icmp,4792,0.31,0,1730.32,closed,anomaly,protocol_threat
2026-04-03T09:05:00,203.181.78.107,192.168.164.149,udp,2632,0.72,,9317.92,unknown,anomaly,protocol_threat
2026-04-03T09:06:00,161.27.113.131,172.28.112.241,udp,1435,0.04,1,10618.39,closed,anomaly,protocol_threat
2026-04-03T09:07:00,10.2.254.145,10.70.8.28,tcp,1057,0.76,0,1390.79,reset,normal,normal
2026-04-03T09:08:00,192.168.3.148,192.168.198.42,icmp,1778,2.37,24,750.21,established,normal,normal
2026-04-03T09:09:00,192.168.246.191,10.215.155.83,tcp,416,0.31,18,1341.94,syn_sent,normal,normal
2026-04-03T09:10:00,172.22.48.7,17.25.113.5,udp,63,0.52,"S,P",121.15,time_wait,anomaly,spoofing
2026-04-03T09:11:00,172.28.20.19,78.244.41.161,tcp,270,0.45,2,600.0,closed,anomaly,spoofing
2026-04-03T09:12:00,172.23.191.247,172.23.191.247,tcp,637,0.87,"S,P",732.18,syn_sent,anomaly,spoofing
2026-04-03T09:13:00,172.16.8.11,73.91.116.125,icmp,721,1.06,"S,P",680.19,closed,anomaly,spoofing
2026-04-03T09:14:00,80.39.152.141,10.117.74.194,udp,5971,0.44,0,7924.45,syn_sent,anomaly,protocol_threat
2026-04-03T09:15:00,190.62.13.157,192.168.56.82,icmp,3207,0.63,0,7233.71,closed,anomaly,protocol_threat
2026-04-03T09:16:00,138.220.38.206,192.168.236.226,udp,1269,0.44,8,5497.77,closed,anomaly,protocol_threat
2026-04-03T09:17:00,192.168.154.72,192.168.121.97,tcp,1864,1.06,18,1758.49,established,normal,normal
2026-04-03T09:18:00,10.13.236.144,192.168.160.24,icmp,1197,4.29,24,279.02,established,normal,normal
2026-04-03T09:19:00,172.16.49.215,172.27.241.72,udp,117,2.79,24,41.94,fin_wait,normal,normal
2026-04-03T09:20:00,10.92.63.161,168.100.140.249,tcp,300,1.18,2,254.24,reset,anomaly,spoofing
2026-04-03T09:21:00,192.168.110.240,192.168.110.240,udp,603,1.12,F,538.39,syn_recv,anomaly,spoofing
2026-04-03T09:22:00,10.96.226.99,48.100.133.172,icmp,186,0.4,,465.0,closed,anomaly,spoofing
2026-04-03T09:23:00,10.187.83.40,19.220.117.95,tcp,1008,0.08,2,12600.0,time_wait,anomaly,spoofing
2026-04-03T09:24:00,253.174.28.103,172.26.71.20,udp,429,0.21,0,9024.27,reset,anomaly,protocol_threat
2026-04-03T09:25:00,134.66.165.179,172.21.27.8,icmp,4048,0.84,1,5050.04,reset,anomaly,protocol_threat
2026-04-03T09:26:00,26.125.128.168,192.168.221.88,udp,4118,0.59,0,8585.47,closed,anomaly,protocol_threat
2026-04-03T09:27:00,10.27.57.91,172.18.54.65,udp,560,4.03,24,138.96,reset,normal,normal
2026-04-03T09:28:00,10.180.29.241,10.23.239.163,icmp,905,3.88,16,233.25,established,normal,normal
2026-04-03T09:29:00,172.16.219.52,192.168.121.81,tcp,2153,1.54,18,1398.05,fin_wait,normal,normal
2026-04-03T09:30:00,172.29.59.157,172.29.59.157,tcp,1075,0.95,"S,P",1131.58,time_wait,anomaly,spoofing
2026-04-03T09:31:00,10.197.148.242,159.139.65.196,icmp,97,1.03,"S,P",94.17,syn_recv,anomaly,spoofing
2026-04-03T09:32:00,10.160.131.151,38.75.68.114,icmp,616,0.9,F,684.44,reset,anomaly,spoofing
2026-04-03T09:33:00,172.24.72.80,172.24.72.80,udp,993,1.03,"S,P",964.08,time_wait,anomaly,spoofing
2026-04-03T09:34:00,116.251.191.22,192.168.195.83,tcp,5400,0.13,1,8894.66,closed,anomaly,protocol_threat
2026-04-03T09:35:00,15.201.27.109,10.198.251.222,icmp,4265,0.31,0,10942.31,reset,anomaly,protocol_threat
2026-04-03T09:36:00,106.174.1.236,10.54.83.250,udp,5830,0.46,0,10434.68,unknown,anomaly,protocol_threat
2026-04-03T09:37:00,172.22.67.17,10.206.32.60,tcp,1391,0.43,16,3234.88,syn_recv,normal,normal
2026-04-03T09:38:00,192.168.5.16,192.168.253.50,tcp,432,3.08,0,140.26,syn_recv,normal,normal
2026-04-03T09:39:00,192.168.112.63,192.168.12.41,icmp,545,4.12,2,132.28,fin_wait,normal,normal
2026-04-03T09:40:00,192.168.131.151,17.12.9.171,tcp,810,0.81,0,1000.0,syn_recv,anomaly,spoofing
2026-04-03T09:41:00,172.19.231.214,165.181.65.47,icmp,303,0.21,S,1442.86,syn_sent,anomaly,spoofing
2026-04-03T09:42:00,192.168.142.163,192.168.142.163,icmp,419,1.28,2,327.34,closed,anomaly,spoofing
2026-04-03T09:43:00,172.22.220.156,127.132.108.176,tcp,1123,1.17,0,959.83,syn_sent,anomaly,spoofing
2026-04-03T09:44:00,2.196.29.44,172.31.15.31,udp,1132,0.5,1,8823.62,syn_sent,anomaly,protocol_threat
2026-04-03T09:45:00,197.246.88.80,172.17.150.151,tcp,5365,0.75,0,2251.24,closed,anomaly,protocol_threat
2026-04-03T09:46:00,198.229.191.218,192.168.46.205,icmp,1101,0.1,0,2956.14,reset,anomaly,protocol_threat
2026-04-03T09:47:00,192.168.223.238,10.154.18.123,udp,839,0.64,2,1310.94,established,normal,normal
2026-04-03T09:48:00,10.93.191.16,172.26.202.91,udp,1778,3.06,16,581.05,established,normal,normal
2026-04-03T09:49:00,192.168.126.16,192.168.204.33,udp,986,1.98,16,497.98,established,normal,normal
2026-04-03T09:50:00,192.168.7.110,247.123.67.141,tcp,116,0.93,,124.73,syn_sent,anomaly,spoofing
2026-04-03T09:51:00,192.168.26.62,192.168.26.62,tcp,929,1.11,2,836.94,syn_sent,anomaly,spoofing
2026-04-03T09:52:00,172.31.94.197,110.161.60.123,tcp,784,0.14,"S,P",5600.0,closed,anomaly,spoofing
2026-04-03T09:53:00,10.148.20.169,93.210.181.19,udp,199,1.27,S,156.69,closed,anomaly,spoofing
2026-04-03T09:54:00,22.69.231.113,172.21.201.146,udp,3531,0.01,0,5387.12,unknown,anomaly,protocol_threat
2026-04-03T09:55:00,124.85.226.163,10.248.84.175,udp,3254,0.21,0,11221.54,unknown,anomaly,protocol_threat
2026-04-03T09:56:00,79.228.172.237,172.25.128.63,icmp,2314,0.87,8,3432.81,reset,anomaly,protocol_threat
2026-04-03T09:57:00,192.168.57.65,192.168.28.152,icmp,2271,3.14,24,723.25,established,normal,normal
2026-04-03T09:58:00,172.16.32.99,10.178.176.189,udp,2173,0.16,24,13581.25,syn_sent,normal,normal
2026-04-03T09:59:00,10.194.102.205,10.28.223.125,icmp,1587,1.18,18,1344.92,reset,normal,normal
2026-04-03T10:00:00,192.168.128.106,192.168.128.106,icmp,744,0.81,"S,P",918.52,time_wait,anomaly,spoofing
2026-04-03T10:01:00,192.168.178.163,181.79.123.1,icmp,913,0.73,2,1250.68,closed,anomaly,spoofing
2026-04-03T10:02:00,10.62.115.147,184.13.79.86,tcp,977,0.5,0,1954.0,reset,anomaly,spoofing
2026-04-03T10:03:00,10.66.79.155,10.66.79.155,icmp,795,0.63,,1261.9,reset,anomaly,spoofing
2026-04-03T10:04:00,206.59.80.154,172.26.161.223,icmp,5393,0.63,0,9880.27,syn_sent,anomaly,protocol_threat
2026-04-03T10:05:00,148.216.64.166,10.160.48.77,icmp,3372,0.19,8,2409.65,closed,anomaly,protocol_threat
2026-04-03T10:06:00,66.182.70.158,10.152.158.91,udp,4789,0.45,1,3608.28,unknown,anomaly,protocol_threat
2026-04-03T10:07:00,10.56.13.10,10.110.51.113,tcp,2174,0.64,0,3396.88,closed,normal,normal
2026-04-03T10:08:00,192.168.62.84,172.29.12.207,udp,1811,3.22,16,562.42,syn_sent,normal,normal
2026-04-03T10:09:00,192.168.14.146,10.149.249.207,udp,2154,0.32,24,6731.25,syn_sent,normal,normal
2026-04-03T10:10:00,192.168.226.78,168.139.105.253,icmp,914,0.74,2,1235.14,syn_recv,anomaly,spoofing
2026-04-03T10:11:00,172.20.203.177,111.243.190.196,tcp,683,0.16,"S,P",4268.75,time_wait,anomaly,spoofing
2026-04-03T10:12:00,10.47.130.196,10.47.130.196,tcp,665,1.16,F,573.28,syn_recv,anomaly,spoofing
2026-04-03T10:13:00,172.20.89.37,240.191.242.40,icmp,467,0.45,2,1037.78,reset,anomaly,spoofing
2026-04-03T10:14:00,122.226.134.223,192.168.61.130,udp,4301,0.73,8,10166.48,unknown,anomaly,protocol_threat
2026-04-03T10:15:00,88.253.130.192,192.168.92.124,udp,4249,0.47,1,6573.19,syn_sent,anomaly,protocol_threat
2026-04-03T10:16:00,183.243.58.158,192.168.122.13,icmp,549,0.68,1,8343.25,unknown,anomaly,protocol_threat
2026-04-03T10:17:00,10.197.202.53,192.168.178.11,udp,923,1.94,16,475.77,established,normal,normal
2026-04-03T10:18:00,192.168.150.247,10.147.113.38,tcp,1921,1.33,0,1444.36,established,normal,normal
2026-04-03T10:19:00,10.6.184.203,10.165.7.213,icmp,2083,0.88,18,2367.05,closed,normal,normal
2026-04-03T10:20:00,192.168.38.205,69.173.13.173,icmp,255,0.04,"S,A",6375.0,reset,anomaly,spoofing
2026-04-03T10:21:00,10.189.56.254,10.189.56.254,tcp,356,0.3,2,1186.67,time_wait,anomaly,spoofing
2026-04-03T10:22:00,192.168.166.52,192.226.218.79,tcp,1183,0.7,0,1690.0,time_wait,anomaly,spoofing
2026-04-03T10:23:00,172.30.162.249,188.71.26.205,tcp,986,0.63,0,1565.08,time_wait,anomaly,spoofing
2026-04-03T10:24:00,149.16.18.244,172.28.3.216,udp,1392,0.49,,5745.0,unknown,anomaly,protocol_threat
2026-04-03T10:25:00,252.254.110.215,10.24.81.34,icmp,3941,0.1,8,8510.72,syn_sent,anomaly,protocol_threat
2026-04-03T10:26:00,22.13.7.30,172.24.62.96,udp,1233,0.06,0,8589.02,unknown,anomaly,protocol_threat
2026-04-03T10:27:00,172.31.103.92,172.20.240.248,icmp,166,3.78,24,43.92,closed,normal,normal
2026-04-03T10:28:00,172.18.187.136,172.19.136.113,tcp,1122,3.48,0,322.41,closed,normal,normal
2026-04-03T10:29:00,10.192.54.202,172.28.26.22,udp,577,3.39,16,170.21,syn_sent,normal,normal
2026-04-03T10:30:00,10.22.94.183,10.22.94.183,udp,583,0.2,F,2915.0,reset,anomaly,spoofing
2026-04-03T10:31:00,192.168.155.58,58.154.241.211,icmp,689,1.06,"S,P",650.0,time_wait,anomaly,spoofing
2026-04-03T10:32:00,10.89.29.51,236.187.95.163,tcp,1022,0.73,,1400.0,syn_recv,anomaly,spoofing
2026-04-03T10:33:00,192.168.87.185,192.168.87.185,tcp,767,0.8,"S,A",958.75,closed,anomaly,spoofing
2026-04-03T10:34:00,80.248.54.191,172.16.24.63,udp,3540,0.62,1,4455.27,reset,anomaly,protocol_threat
2026-04-03T10:35:00,11.74.203.221,172.29.245.52,icmp,185,0.83,0,3227.34,closed,anomaly,protocol_threat
2026-04-03T10:36:00,216.134.73.98,10.154.200.176,icmp,126,0.56,8,11211.06,closed,anomaly,protocol_threat
2026-04-03T10:37:00,172.20.252.194,10.82.194.64,tcp,2216,2.2,18,1007.27,syn_sent,normal,normal
2026-04-03T10:38:00,10.28.242.71,192.168.14.95,udp,2213,3.83,18,577.81,closed,normal,normal
2026-04-03T10:39:00,10.232.93.239,192.168.116.92,tcp,729,4.29,18,169.93,closed,normal,normal
2026-04-03T10:40:00,192.168.216.243,2.57.127.92,udp,139,0.94,S,147.87,time_wait,anomaly,spoofing
2026-04-03T10:41:00,172.26.204.228,33.231.176.239,icmp,91,1.26,,72.22,syn_recv,anomaly,spoofing
2026-04-03T10:42:00,172.21.243.98,172.21.243.98,udp,615,0.8,"S,P",768.75,syn_recv,anomaly,spoofing
2026-04-03T10:43:00,192.168.72.43,207.95.137.98,udp,623,0.7,0,890.0,time_wait,anomaly,spoofing
2026-04-03T10:44:00,69.225.192.234,10.34.232.92,icmp,525,0.85,1,6624.93,closed,anomaly,protocol_threat
2026-04-03T10:45:00,103.123.33.185,10.165.181.40,udp,2355,0.55,1,7775.29,syn_sent,anomaly,protocol_threat
2026-04-03T10:46:00,72.190.51.206,192.168.69.40,tcp,3153,0.11,,11133.61,closed,anomaly,protocol_threat
2026-04-03T10:47:00,10.199.129.190,10.97.206.150,tcp,550,0.86,18,639.53,established,normal,normal
2026-04-03T10:48:00,172.27.160.246,192.168.74.118,udp,622,1.37,16,454.01,reset,normal,normal
2026-04-03T10:49:00,172.20.50.248,192.168.129.248,tcp,1616,3.87,16,417.57,established,normal,normal
2026-04-03T10:50:00,192.168.195.41,212.204.34.197,udp,343,1.35,,254.07,time_wait,anomaly,spoofing
2026-04-03T10:51:00,172.23.131.109,172.23.131.109,tcp,383,0.04,18,9575.0,reset,anomaly,spoofing
2026-04-03T10:52:00,192.168.162.244,139.40.13.9,udp,512,0.57,,898.25,time_wait,anomaly,spoofing
2026-04-03T10:53:00,10.68.254.161,117.183.116.33,icmp,306,0.26,"S,A",1176.92,time_wait,anomaly,spoofing
2026-04-03T10:54:00,79.239.186.80,192.168.52.213,icmp,3793,0.12,8,8575.37,reset,anomaly,protocol_threat
2026-04-03T10:55:00,58.210.147.213,10.91.219.113,udp,1717,0.35,,10374.38,reset,anomaly,protocol_threat
2026-04-03T10:56:00,3.50.44.216,192.168.199.18,tcp,166,0.39,0,10951.99,reset,anomaly,protocol_threat
2026-04-03T10:57:00,192.168.240.47,10.123.109.184,udp,2009,3.37,0,596.14,reset,normal,normal
2026-04-03T10:58:00,172.21.188.57,172.20.180.90,tcp,1974,3.03,16,651.49,established,normal,normal
2026-04-03T10:59:00,192.168.191.124,10.68.226.173,icmp,2106,4.49,2,469.04,reset,normal,normal
2026-04-03T11:00:00,172.25.40.233,172.25.40.233,tcp,108,0.06,2,1800.0,time_wait,anomaly,spoofing
2026-04-03T11:01:00,172.29.218.215,209.67.23.208,udp,376,1.47,2,255.78,reset,anomaly,spoofing
2026-04-03T11:02:00,172.17.106.164,78.28.93.114,tcp,1192,0.73,"S,A",1632.88,syn_recv,anomaly,spoofing
2026-04-03T11:03:00,10.15.255.101,10.15.255.101,udp,848,1.25,2,678.4,syn_recv,anomaly,spoofing
2026-04-03T11:04:00,169.230.82.156,192.168.172.29,icmp,380,0.17,1,8829.72,reset,anomaly,protocol_threat
2026-04-03T11:05:00,201.59.75.168,10.167.20.133,icmp,5665,0.45,0,9382.4,syn_sent,anomaly,protocol_threat
2026-04-03T11:06:00,228.96.83.180,10.43.119.38,icmp,5013,0.74,0,6964.69,closed,anomaly,protocol_threat
2026-04-03T11:07:00,10.91.95.94,10.245.112.30,tcp,2268,3.85,2,589.09,syn_recv,normal,normal
2026-04-03T11:08:00,10.245.72.89,10.36.52.124,icmp,636,0.53,2,1200.0,syn_sent,normal,normal
2026-04-03T11:09:00,172.24.212.229,172.23.253.198,tcp,608,1.81,2,335.91,syn_sent,normal,normal
2026-04-03T11:10:00,172.31.248.166,244.229.170.182,udp,1190,0.43,F,2767.44,syn_recv,anomaly,spoofing
2026-04-03T11:11:00,192.168.101.174,110.138.181.213,icmp,379,0.67,2,565.67,closed,anomaly,spoofing
2026-04-03T11:12:00,192.168.71.76,192.168.71.76,tcp,759,0.64,"S,A",1185.94,closed,anomaly,spoofing
2026-04-03T11:13:00,172.21.0.156,6.198.207.95,icmp,1056,1.12,,942.86,reset,anomaly,spoofing
2026-04-03T11:14:00,1.15.239.120,10.61.181.159,icmp,1217,0.39,,6121.18,reset,anomaly,protocol_threat
2026-04-03T11:15:00,124.123.122.166,192.168.66.22,udp,3343,0.27,0,10459.62,reset,anomaly,protocol_threat
2026-04-03T11:16:00,141.238.199.71,172.31.119.176,udp,2838,0.07,0,6710.99,syn_sent,anomaly,protocol_threat
2026-04-03T11:17:00,192.168.28.114,10.51.204.217,tcp,1783,2.99,0,596.32,closed,normal,normal
2026-04-03T11:18:00,10.206.112.102,10.24.199.64,tcp,499,3.3,0,151.21,syn_sent,normal,normal
2026-04-03T11:19:00,192.168.151.98,172.19.227.55,udp,1556,2.21,24,704.07,syn_sent,normal,normal
2026-04-03T11:20:00,172.25.52.240,191.162.26.223,tcp,720,0.03,S,24000.0,reset,anomaly,spoofing
2026-04-03T11:21:00,192.168.44.64,192.168.44.64,icmp,496,1.13,,438.94,reset,anomaly,spoofing
2026-04-03T11:22:00,10.42.95.178,185.71.165.238,icmp,289,0.91,S,317.58,syn_recv,anomaly,spoofing
2026-04-03T11:23:00,192.168.18.74,72.161.93.169,udp,503,0.93,18,540.86,time_wait,anomaly,spoofing
2026-04-03T11:24:00,203.67.179.81,10.237.135.132,icmp,5091,0.27,,9574.67,reset,anomaly,protocol_threat
2026-04-03T11:25:00,248.159.188.210,172.21.12.129,icmp,5807,0.52,0,7033.18,unknown,anomaly,protocol_threat
2026-04-03T11:26:00,126.211.75.152,172.17.118.87,tcp,286,0.02,0,1814.06,closed,anomaly,protocol_threat
2026-04-03T11:27:00,192.168.98.202,10.9.49.2,icmp,2218,1.54,16,1440.26,syn_recv,normal,normal
2026-04-03T11:28:00,172.31.39.113,172.22.120.82,udp,2022,1.62,16,1248.15,closed,normal,normal
2026-04-03T11:29:00,10.223.213.93,192.168.225.153,icmp,2033,4.27,2,476.11,closed,normal,normal
2026-04-03T11:30:00,192.168.48.156,192.168.48.156,tcp,410,0.61,S,672.13,closed,anomaly,spoofing
2026-04-03T11:31:00,172.30.12.120,157.253.167.116,udp,149,0.35,F,425.71,reset,anomaly,spoofing
2026-04-03T11:32:00,192.168.205.188,38.196.236.162,udp,949,0.31,18,3061.29,time_wait,anomaly,spoofing
2026-04-03T11:33:00,172.23.173.78,172.23.173.78,tcp,952,0.48,F,1983.33,reset,anomaly,spoofing
2026-04-03T11:34:00,44.6.68.116,172.31.77.153,udp,1147,0.82,,4735.29,closed,anomaly,protocol_threat
2026-04-03T11:35:00,220.147.175.163,192.168.7.123,icmp,3267,0.27,1,8162.64,reset,anomaly,protocol_threat
2026-04-03T11:36:00,85.65.28.88,192.168.174.149,udp,5837,0.12,1,6974.44,closed,anomaly,protocol_threat
2026-04-03T11:37:00,172.31.140.97,192.168.137.152,udp,2349,4.47,24,525.5,closed,normal,normal
2026-04-03T11:38:00,172.19.1.158,10.167.149.204,tcp,1731,4.01,18,431.67,closed,normal,normal
2026-04-03T11:39:00,172.16.64.80,10.23.37.208,tcp,2007,3.11,18,645.34,fin_wait,normal,normal
2026-04-03T11:40:00,10.130.105.170,55.153.127.228,icmp,1060,0.93,"S,A",1139.78,reset,anomaly,spoofing
2026-04-03T11:41:00,172.24.88.151,162.30.182.24,udp,339,0.18,"S,P",1883.33,syn_sent,anomaly,spoofing
2026-04-03T11:42:00,172.29.127.64,172.29.127.64,udp,936,0.46,F,2034.78,syn_recv,anomaly,spoofing
2026-04-03T11:43:00,192.168.191.28,81.126.12.250,udp,1040,0.74,,1405.41,syn_recv,anomaly,spoofing
2026-04-03T11:44:00,240.95.5.114,192.168.61.127,icmp,2412,0.18,1,4537.76,reset,anomaly,protocol_threat
2026-04-03T11:45:00,167.144.62.228,192.168.81.75,udp,4820,0.74,1,5017.86,closed,anomaly,protocol_threat
2026-04-03T11:46:00,40.54.149.188,192.168.78.46,icmp,246,0.77,0,11667.97,reset,anomaly,protocol_threat
2026-04-03T11:47:00,192.168.110.50,172.31.149.64,tcp,1132,0.89,2,1271.91,established,normal,normal
2026-04-03T11:48:00,172.22.174.121,172.21.169.164,tcp,548,1.96,18,279.59,established,normal,normal
2026-04-03T11:49:00,192.168.230.253,172.17.128.139,icmp,416,3.4,0,122.35,established,normal,normal
2026-04-03T11:50:00,192.168.129.173,97.254.1.150,tcp,586,1.43,S,409.79,reset,anomaly,spoofing
2026-04-03T11:51:00,10.110.154.12,10.110.154.12,udp,314,1.08,S,290.74,syn_sent,anomaly,spoofing
2026-04-03T11:52:00,192.168.206.186,160.28.216.18,icmp,687,0.2,S,3435.0,closed,anomaly,spoofing
