timestamp,src_ip,dst_ip,protocol,packet_size,duration,tcp_flags,byte_rate,connection_state
2026-04-03T09:26:00,242.200.58.111,10.231.23.45,udp,147,0.06,R,7955.26,unknown
2026-04-03T09:26:30,26.250.183.231,192.168.1.242,udp,232,0.3,8,4120.38,closed
2026-04-03T09:27:00,137.201.166.84,10.40.100.202,icmp,139,0.08,8,14719.39,syn_sent
2026-04-03T09:27:30,68.58.253.68,10.132.253.57,udp,320,0.33,1,11927.2,syn_sent
2026-04-03T09:28:00,98.145.20.247,192.168.140.165,udp,838,0.19,8,7501.12,closed
2026-04-03T09:28:30,244.250.217.240,192.168.226.23,udp,469,0.35,,14167.86,unknown
2026-04-03T09:29:00,101.150.77.103,10.205.239.192,udp,608,0.36,1,4965.34,syn_sent
2026-04-03T09:29:30,86.232.144.166,192.168.99.206,udp,438,0.39,R,13580.36,closed
2026-04-03T09:30:00,206.224.18.31,10.136.51.126,udp,454,0.32,1,6075.35,unknown
2026-04-03T09:30:30,250.177.142.170,192.168.189.194,icmp,789,0.01,R,11548.0,closed
2026-04-03T09:31:00,84.165.163.237,192.168.46.21,udp,451,0.17,,7705.21,closed
2026-04-03T09:31:30,225.115.160.108,10.100.143.60,icmp,277,0.04,R,13194.43,reset
2026-04-03T09:32:00,167.144.167.73,10.127.147.172,udp,110,0.12,8,8287.86,syn_sent
2026-04-03T09:32:30,199.161.215.134,10.162.217.90,udp,567,0.25,R,2533.22,reset
2026-04-03T09:33:00,78.40.99.80,192.168.142.44,udp,837,0.02,1,7953.82,syn_sent
2026-04-03T09:33:30,172.30.6.155,243.156.164.218,tcp,320,0.16,S,2000.0,reset
2026-04-03T09:34:00,192.168.224.71,192.168.224.71,icmp,117,1.33,S,87.97,syn_sent
2026-04-03T09:34:30,10.139.95.160,243.225.243.19,icmp,876,1.42,18,616.9,closed
2026-04-03T09:35:00,10.101.23.197,10.101.23.197,icmp,952,1.13,2,842.48,syn_recv
2026-04-03T09:35:30,10.245.19.178,135.172.134.72,icmp,1057,1.29,S,819.38,syn_recv
2026-04-03T09:36:00,172.26.77.136,172.26.77.136,udp,527,1.84,18,286.41,reset
2026-04-03T09:36:30,10.205.123.147,221.174.194.135,tcp,1457,1.35,,1079.26,syn_sent
2026-04-03T09:37:00,192.168.52.146,192.168.52.146,icmp,972,1.91,2,508.9,reset
2026-04-03T09:37:30,192.168.182.82,253.130.142.251,tcp,258,1.48,2,174.32,syn_recv
2026-04-03T09:38:00,10.199.138.218,10.199.138.218,tcp,470,0.03,16,15666.67,closed
2026-04-03T09:38:30,192.168.223.185,201.148.52.222,icmp,1270,0.07,,18142.86,closed
2026-04-03T09:39:00,192.168.16.156,192.168.16.156,udp,1319,0.49,2,2691.84,syn_recv
2026-04-03T09:39:30,10.207.196.235,241.244.66.43,icmp,841,1.89,18,444.97,reset
2026-04-03T09:40:00,192.168.74.186,192.168.74.186,tcp,1351,0.8,,1688.75,syn_sent
2026-04-03T09:40:30,192.168.3.37,231.33.132.226,icmp,291,0.85,18,342.35,closed
2026-04-03T09:41:00,10.197.112.37,10.197.112.37,tcp,1298,1.59,F,816.35,syn_recv
2026-04-03T09:41:30,172.23.120.191,245.143.30.217,udp,137,1.53,16,89.54,syn_recv
2026-04-03T09:42:00,192.168.32.168,192.168.32.168,icmp,463,1.9,,243.68,syn_recv
2026-04-03T09:42:30,172.22.42.250,120.217.178.241,icmp,1539,1.3,F,1183.85,closed
2026-04-03T09:43:00,192.168.171.45,192.168.171.45,tcp,915,0.09,S,10166.67,syn_recv
2026-04-03T09:43:30,123.58.9.211,10.245.58.217,udp,1861,1.13,,2405.6,established
2026-04-03T09:44:00,240.71.128.153,172.31.178.153,icmp,1969,0.23,P,14959.31,syn_sent
2026-04-03T09:44:30,92.9.144.66,172.27.154.140,tcp,4977,1.28,P,12872.44,syn_sent
2026-04-03T09:45:00,206.131.88.220,192.168.214.235,tcp,4978,0.11,,8964.57,fin_wait
2026-04-03T09:45:30,88.197.46.169,172.22.15.86,icmp,2748,0.64,S,12807.18,fin_wait
2026-04-03T09:46:00,201.65.136.150,10.59.117.23,tcp,1766,0.81,P,8224.58,reset
2026-04-03T09:46:30,161.20.71.68,10.204.1.86,tcp,3123,0.94,,7219.6,reset
2026-04-03T09:47:00,241.1.229.133,10.218.208.161,udp,4747,0.97,P,9775.98,established
2026-04-03T09:47:30,10.232.80.212,10.238.210.55,tcp,1108,1.64,24,675.61,closed
2026-04-03T09:48:00,172.23.221.154,192.168.245.228,udp,504,2.72,2,185.29,time_wait
2026-04-03T09:48:30,172.25.157.176,172.29.179.196,udp,792,4.41,16,179.59,time_wait
2026-04-03T09:49:00,192.168.227.61,172.25.249.50,icmp,2080,5.92,2,351.35,syn_recv
2026-04-03T09:49:30,10.251.113.8,192.168.241.73,udp,1656,3.86,0,429.02,syn_recv
2026-04-03T09:50:00,82.183.211.218,10.241.28.15,udp,452,0.36,,7611.01,unknown
2026-04-03T09:50:30,59.130.31.227,10.251.206.251,udp,235,0.34,1,2826.31,unknown
2026-04-03T09:51:00,217.78.218.4,10.188.151.237,icmp,82,0.32,8,11979.2,syn_sent
2026-04-03T09:51:30,37.143.185.132,192.168.230.53,icmp,382,0.09,0,3619.36,reset
2026-04-03T09:52:00,231.182.7.114,172.27.139.235,udp,465,0.35,R,6804.49,unknown
2026-04-03T09:52:30,90.144.118.118,172.16.220.44,udp,706,0.28,1,8351.21,unknown
2026-04-03T09:53:00,94.242.250.223,192.168.28.15,icmp,272,0.01,R,4672.83,unknown
2026-04-03T09:53:30,129.75.57.93,192.168.46.154,icmp,640,0.32,1,5921.74,closed
2026-04-03T09:54:00,100.140.47.103,10.95.156.67,udp,298,0.33,1,12704.12,closed
2026-04-03T09:54:30,71.48.101.167,10.195.143.196,icmp,129,0.3,8,14255.33,syn_sent
2026-04-03T09:55:00,97.69.35.229,192.168.34.248,icmp,648,0.28,R,13121.42,reset
2026-04-03T09:55:30,191.169.66.160,192.168.65.179,icmp,862,0.01,8,7908.45,closed
2026-04-03T09:56:00,101.11.171.227,10.210.92.39,udp,439,0.12,R,6520.76,closed
2026-04-03T09:56:30,220.236.128.49,192.168.196.111,udp,114,0.27,R,13958.17,syn_sent
2026-04-03T09:57:00,32.166.165.101,192.168.246.68,udp,249,0.39,,3709.45,reset
2026-04-03T09:57:30,122.94.21.104,10.8.126.159,icmp,129,0.02,,11913.13,reset
2026-04-03T09:58:00,125.217.233.8,10.60.38.220,udp,614,0.09,0,8169.07,reset
2026-04-03T09:58:30,99.8.66.42,172.29.185.199,icmp,319,0.17,R,12843.62,closed
2026-04-03T09:59:00,101.102.89.177,192.168.46.140,udp,413,0.29,8,3465.82,syn_sent
2026-04-03T09:59:30,80.14.242.96,10.151.129.113,udp,680,0.3,R,3472.11,closed
2026-04-03T10:00:00,44.220.105.229,172.21.197.205,icmp,467,0.21,0,9588.21,syn_sent
2026-04-03T10:00:30,79.249.21.1,172.21.27.119,udp,289,0.21,1,9820.55,syn_sent
2026-04-03T10:01:00,81.49.15.6,172.18.132.9,udp,689,0.32,R,10909.05,syn_sent
2026-04-03T10:01:30,32.237.127.174,172.29.248.139,icmp,154,0.24,0,8176.41,reset
2026-04-03T10:02:00,212.170.242.48,10.51.246.128,udp,803,0.04,R,2833.47,closed
2026-04-03T10:02:30,238.190.61.93,192.168.84.20,icmp,684,0.26,8,7076.5,unknown
2026-04-03T10:03:00,78.8.210.161,192.168.80.118,udp,114,0.16,0,10949.61,closed
2026-04-03T10:03:30,35.8.154.56,10.154.0.172,udp,67,0.37,0,14520.18,reset
2026-04-03T10:04:00,131.95.45.105,192.168.231.32,icmp,767,0.01,8,12399.4,unknown
2026-04-03T10:04:30,23.105.192.196,192.168.174.96,icmp,325,0.38,1,10600.74,unknown
2026-04-03T10:05:00,235.75.47.1,192.168.6.92,udp,51,0.25,8,11244.42,closed
2026-04-03T10:05:30,1.206.119.212,172.30.47.164,udp,303,0.19,R,9509.13,closed
2026-04-03T10:06:00,121.60.82.41,172.16.230.74,icmp,645,0.32,0,7217.55,unknown
2026-04-03T10:06:30,158.93.103.185,10.29.50.31,udp,438,0.18,1,7737.66,syn_sent
2026-04-03T10:07:00,43.22.249.202,172.20.41.103,udp,273,0.22,1,2986.08,reset
2026-04-03T10:07:30,248.142.171.94,10.206.225.139,icmp,643,0.31,1,9698.42,closed
2026-04-03T10:08:00,171.109.185.61,192.168.80.151,udp,272,0.14,1,7152.27,syn_sent
2026-04-03T10:08:30,154.199.158.99,10.183.235.217,udp,546,0.25,0,3213.47,closed
2026-04-03T10:09:00,254.180.101.244,192.168.109.182,icmp,641,0.08,8,2602.66,closed
2026-04-03T10:09:30,19.57.123.250,172.22.191.126,udp,755,0.13,R,12647.47,unknown
2026-04-03T10:10:00,200.49.83.65,192.168.242.121,icmp,201,0.03,0,13889.28,unknown
2026-04-03T10:10:30,102.174.180.70,172.28.250.1,icmp,194,0.12,1,5576.53,syn_sent
2026-04-03T10:11:00,115.40.127.66,192.168.71.19,udp,873,0.4,0,13083.47,syn_sent
2026-04-03T10:11:30,99.213.129.29,10.48.35.79,udp,712,0.05,0,12024.72,unknown
2026-04-03T10:12:00,183.102.69.236,172.20.117.174,udp,819,0.3,,12271.5,syn_sent
2026-04-03T10:12:30,46.81.38.182,10.76.159.172,udp,447,0.33,8,5374.3,closed
2026-04-03T10:13:00,55.175.139.254,10.73.162.240,udp,727,0.32,,3191.45,closed
2026-04-03T10:13:30,202.232.50.78,192.168.191.174,icmp,361,0.19,8,6145.23,reset
2026-04-03T10:14:00,245.62.161.121,192.168.243.120,icmp,254,0.18,,9502.93,unknown
2026-04-03T10:14:30,203.95.41.68,10.118.189.135,udp,658,0.08,1,9845.62,reset
2026-04-03T10:15:00,56.112.121.77,172.16.198.61,icmp,125,0.28,R,12977.6,unknown
2026-04-03T10:15:30,228.75.254.168,10.119.88.67,icmp,835,0.02,8,8771.2,syn_sent
2026-04-03T10:16:00,170.78.108.105,172.23.204.84,icmp,536,0.18,8,2624.37,closed
2026-04-03T10:16:30,243.74.155.176,172.20.183.150,udp,356,0.25,0,12755.22,closed
2026-04-03T10:17:00,94.198.70.18,192.168.9.217,udp,307,0.23,,9577.85,unknown
2026-04-03T10:17:30,122.59.158.3,172.22.224.88,icmp,328,0.24,1,14773.4,closed
2026-04-03T10:18:00,214.213.78.252,10.150.161.185,icmp,65,0.37,R,5779.95,unknown
2026-04-03T10:18:30,191.101.249.42,192.168.204.251,udp,369,0.08,8,6606.4,reset
2026-04-03T10:19:00,240.3.217.89,192.168.177.187,udp,331,0.27,R,9179.34,reset
2026-04-03T10:19:30,69.122.90.56,192.168.63.19,udp,869,0.12,R,14471.66,unknown
2026-04-03T10:20:00,74.50.242.21,10.198.20.245,udp,545,0.33,0,13997.01,closed
2026-04-03T10:20:30,194.48.158.78,10.83.70.148,icmp,379,0.12,,3447.56,closed
2026-04-03T10:21:00,43.246.196.194,172.30.122.250,icmp,717,0.16,1,12843.36,unknown
2026-04-03T10:21:30,72.161.55.112,172.22.179.91,udp,608,0.02,,9939.68,syn_sent
2026-04-03T10:22:00,193.80.12.113,10.231.177.69,udp,116,0.04,,5573.51,closed
2026-04-03T10:22:30,1.9.237.9,192.168.83.154,udp,681,0.37,0,9082.9,closed
2026-04-03T10:23:00,132.188.143.164,172.29.230.91,icmp,221,0.11,R,11368.78,unknown
2026-04-03T10:23:30,10.120.171.246,142.145.158.128,icmp,550,1.72,"S,A",319.77,syn_sent
2026-04-03T10:24:00,10.125.57.45,10.125.57.45,udp,1333,0.72,,1851.39,closed
2026-04-03T10:24:30,172.16.97.194,197.8.186.91,icmp,750,0.54,18,1388.89,syn_sent
2026-04-03T10:25:00,10.9.242.93,10.9.242.93,tcp,728,0.69,18,1055.07,reset
2026-04-03T10:25:30,172.17.109.57,65.41.40.188,tcp,705,0.02,S,35250.0,syn_recv
2026-04-03T10:26:00,172.26.221.232,172.26.221.232,icmp,217,1.29,,168.22,syn_sent
2026-04-03T10:26:30,10.8.198.107,87.36.70.226,tcp,193,0.51,2,378.43,syn_sent
2026-04-03T10:27:00,10.17.147.197,10.17.147.197,icmp,370,0.55,"S,A",672.73,syn_sent
2026-04-03T10:27:30,10.153.78.56,12.252.46.58,tcp,549,0.6,2,915.0,syn_sent
2026-04-03T10:28:00,192.168.13.155,192.168.13.155,udp,168,1.79,S,93.85,closed
2026-04-03T10:28:30,172.24.154.209,23.22.114.25,udp,700,0.93,F,752.69,syn_sent
2026-04-03T10:29:00,192.168.6.220,192.168.6.220,tcp,1116,0.87,2,1282.76,syn_recv
2026-04-03T10:29:30,10.149.94.115,48.234.117.96,tcp,239,1.71,,139.77,closed
2026-04-03T10:30:00,10.208.231.141,10.208.231.141,udp,197,0.91,S,216.48,reset
2026-04-03T10:30:30,172.21.233.116,97.67.105.189,icmp,1213,1.32,,918.94,closed
2026-04-03T10:31:00,192.168.155.227,192.168.155.227,tcp,542,1.88,F,288.3,syn_sent
2026-04-03T10:31:30,172.30.41.243,22.25.75.192,tcp,1185,0.14,16,8464.29,reset
2026-04-03T10:32:00,10.177.191.121,10.177.191.121,tcp,1223,0.07,F,17471.43,reset
2026-04-03T10:32:30,172.18.135.117,212.12.112.33,tcp,1328,1.1,2,1207.27,reset
2026-04-03T10:33:00,10.159.175.22,10.159.175.22,tcp,96,1.91,F,50.26,closed
2026-04-03T10:33:30,193.64.193.25,10.64.189.172,tcp,4130,0.34,R,7873.31,syn_sent
2026-04-03T10:34:00,124.194.186.86,172.24.164.103,udp,4041,0.74,F,9376.24,syn_sent
2026-04-03T10:34:30,100.67.22.80,192.168.3.20,udp,1228,1.24,,14649.85,established
2026-04-03T10:35:00,114.129.83.247,192.168.84.110,tcp,3772,0.4,R,11893.2,syn_sent
2026-04-03T10:35:30,41.205.134.103,10.66.178.198,udp,3144,1.34,R,6392.08,reset
2026-04-03T10:36:00,144.110.95.116,172.22.219.224,udp,2551,0.8,F,9050.9,syn_sent
2026-04-03T10:36:30,62.75.112.148,10.124.25.35,tcp,5583,0.04,P,15466.31,fin_wait
2026-04-03T10:37:00,96.235.204.208,10.47.190.70,tcp,4386,1.17,S,16463.27,syn_sent
2026-04-03T10:37:30,172.29.139.3,172.28.155.17,udp,1849,5.39,2,343.04,syn_recv
2026-04-03T10:38:00,172.23.188.114,10.118.34.56,tcp,2122,4.8,2,442.08,closed
2026-04-03T10:38:30,172.31.152.72,192.168.179.40,icmp,128,4.95,2,25.86,syn_recv
2026-04-03T10:39:00,10.244.161.243,10.210.234.240,icmp,377,5.95,0,63.36,closed
2026-04-03T10:39:30,10.130.66.132,172.23.195.77,tcp,1592,4.94,0,322.27,time_wait
2026-04-03T10:40:00,100.98.57.65,172.25.186.176,udp,647,0.29,1,5812.62,syn_sent
2026-04-03T10:40:30,54.48.83.10,172.22.215.89,udp,430,0.28,8,8920.41,syn_sent
2026-04-03T10:41:00,89.190.134.210,10.53.31.82,icmp,54,0.08,0,9355.74,reset
2026-04-03T10:41:30,212.14.155.2,10.5.202.57,icmp,232,0.12,8,5289.54,closed
2026-04-03T10:42:00,16.43.43.73,10.155.252.234,udp,247,0.0,R,7045.0,reset
2026-04-03T10:42:30,57.155.49.183,192.168.159.40,icmp,808,0.27,8,3701.46,syn_sent
2026-04-03T10:43:00,134.127.122.190,192.168.56.153,udp,411,0.37,8,14033.74,unknown
2026-04-03T10:43:30,84.23.154.142,172.27.90.131,icmp,233,0.04,R,13851.66,syn_sent
2026-04-03T10:44:00,97.114.42.9,10.249.110.141,icmp,321,0.16,R,6267.81,syn_sent
2026-04-03T10:44:30,223.190.132.36,10.81.237.42,udp,340,0.12,R,6126.04,closed
2026-04-03T10:45:00,203.10.138.254,10.111.213.140,icmp,862,0.07,R,8227.08,syn_sent
2026-04-03T10:45:30,91.13.144.67,10.24.107.73,udp,117,0.14,8,6160.77,reset
2026-04-03T10:46:00,46.170.159.19,10.208.207.56,udp,619,0.06,,14606.54,syn_sent
2026-04-03T10:46:30,166.177.138.79,10.67.140.246,icmp,497,0.07,8,2572.98,reset
2026-04-03T10:47:00,186.221.107.17,10.126.252.77,udp,452,0.18,,3410.07,unknown
2026-04-03T10:47:30,145.128.185.191,172.31.129.35,icmp,60,0.39,0,13604.47,unknown
2026-04-03T10:48:00,9.224.49.172,172.17.38.63,udp,890,0.33,,5089.16,reset
2026-04-03T10:48:30,60.86.30.53,172.23.165.247,udp,107,0.35,0,9517.16,unknown
2026-04-03T10:49:00,205.70.177.196,192.168.151.179,icmp,250,0.31,R,9694.89,reset
2026-04-03T10:49:30,80.182.41.112,10.28.236.185,udp,318,0.27,0,5228.35,closed
2026-04-03T10:50:00,61.34.97.232,172.26.44.63,icmp,636,0.16,1,12908.11,closed
2026-04-03T10:50:30,223.135.87.32,192.168.179.47,udp,855,0.27,0,10380.3,unknown
2026-04-03T10:51:00,144.195.219.176,172.26.88.117,udp,324,0.31,1,6939.83,reset
2026-04-03T10:51:30,12.48.193.129,172.29.139.67,icmp,504,0.01,8,7561.88,unknown
2026-04-03T10:52:00,200.154.135.143,172.18.102.184,icmp,793,0.22,1,9087.95,closed
2026-04-03T10:52:30,215.141.78.212,192.168.135.228,icmp,91,0.38,R,10837.3,reset
2026-04-03T10:53:00,134.149.36.114,192.168.25.49,udp,172,0.05,0,9659.19,syn_sent
2026-04-03T10:53:30,135.46.118.218,192.168.252.198,udp,291,0.04,,10251.42,syn_sent
2026-04-03T10:54:00,114.33.109.242,10.235.49.175,udp,371,0.13,,2734.14,reset
2026-04-03T10:54:30,1.199.187.59,172.23.169.171,udp,857,0.0,0,13166.43,syn_sent
2026-04-03T10:55:00,113.175.188.244,192.168.195.81,udp,768,0.34,8,13216.75,reset
2026-04-03T10:55:30,195.80.168.47,172.18.233.160,udp,809,0.2,,6336.66,closed
2026-04-03T10:56:00,115.107.164.173,10.142.46.235,udp,845,0.24,8,12507.81,reset
2026-04-03T10:56:30,85.243.131.167,10.211.36.192,icmp,897,0.03,1,6532.88,unknown
2026-04-03T10:57:00,142.104.189.16,172.16.148.108,icmp,793,0.09,0,13880.52,unknown
2026-04-03T10:57:30,25.42.40.84,172.22.144.160,icmp,342,0.08,0,8766.35,unknown
2026-04-03T10:58:00,2.235.133.232,10.110.156.241,udp,168,0.16,R,14839.69,reset
2026-04-03T10:58:30,234.196.65.205,192.168.170.65,icmp,138,0.16,0,6354.04,reset
2026-04-03T10:59:00,126.110.49.218,172.23.253.252,udp,675,0.29,R,6819.41,reset
2026-04-03T10:59:30,20.163.214.174,10.97.41.111,udp,676,0.25,0,12223.56,reset
2026-04-03T11:00:00,233.65.217.5,192.168.215.75,icmp,501,0.22,8,4775.76,reset
2026-04-03T11:00:30,136.143.196.217,172.29.19.1,icmp,192,0.27,1,12609.38,reset
2026-04-03T11:01:00,81.242.9.84,10.169.43.201,icmp,711,0.31,0,5372.86,syn_sent
2026-04-03T11:01:30,129.34.232.148,10.185.91.100,udp,832,0.16,0,13185.86,reset
2026-04-03T11:02:00,51.68.23.105,10.91.176.234,udp,90,0.07,8,9329.41,unknown
2026-04-03T11:02:30,183.13.34.28,172.29.94.114,icmp,561,0.39,R,8478.8,unknown
2026-04-03T11:03:00,163.34.161.114,192.168.161.51,icmp,671,0.36,0,6373.39,syn_sent
2026-04-03T11:03:30,242.111.253.203,172.22.116.105,udp,378,0.15,1,12179.88,reset
2026-04-03T11:04:00,230.142.145.45,10.21.63.65,icmp,899,0.06,0,13319.82,closed
2026-04-03T11:04:30,29.88.179.132,10.204.188.162,udp,510,0.26,0,5691.05,syn_sent
2026-04-03T11:05:00,210.124.195.174,10.3.146.22,icmp,691,0.15,R,9668.61,unknown
2026-04-03T11:05:30,204.244.156.254,10.237.251.101,udp,395,0.12,,13689.17,syn_sent
2026-04-03T11:06:00,70.176.212.246,172.29.79.25,udp,352,0.33,1,10728.71,unknown
2026-04-03T11:06:30,84.125.145.124,172.18.28.65,udp,584,0.36,R,8136.11,reset
2026-04-03T11:07:00,160.55.12.41,172.31.251.108,udp,568,0.02,0,10444.84,syn_sent
2026-04-03T11:07:30,203.235.163.198,192.168.47.221,udp,821,0.36,,13063.7,syn_sent
2026-04-03T11:08:00,153.64.244.144,192.168.5.85,icmp,569,0.24,1,14683.11,reset
2026-04-03T11:08:30,242.215.27.83,192.168.38.97,icmp,90,0.31,,13576.9,closed
2026-04-03T11:09:00,33.39.176.123,10.170.188.52,udp,604,0.06,0,13047.2,reset
2026-04-03T11:09:30,218.53.226.237,192.168.148.100,udp,402,0.12,8,7865.95,unknown
2026-04-03T11:10:00,151.11.31.92,192.168.24.155,udp,784,0.38,0,11579.56,syn_sent
2026-04-03T11:10:30,197.131.232.240,192.168.150.12,icmp,421,0.03,8,14713.42,unknown
2026-04-03T11:11:00,203.37.57.128,10.154.128.145,udp,565,0.11,,3261.36,syn_sent
2026-04-03T11:11:30,192.175.87.27,10.41.29.105,udp,604,0.01,,8893.18,syn_sent
2026-04-03T11:12:00,223.243.58.6,192.168.248.251,udp,158,0.34,8,3640.47,syn_sent
2026-04-03T11:12:30,217.36.198.99,10.100.220.198,udp,585,0.15,8,3527.68,reset
2026-04-03T11:13:00,130.179.164.166,10.22.83.100,udp,377,0.16,0,4500.5,reset
2026-04-03T11:13:30,10.228.232.103,145.56.117.182,tcp,483,0.93,16,519.35,closed
2026-04-03T11:14:00,10.17.131.29,10.17.131.29,udp,69,1.5,2,46.0,reset
2026-04-03T11:14:30,192.168.60.119,134.176.9.45,tcp,1258,1.98,2,635.35,reset
2026-04-03T11:15:00,172.29.94.78,172.29.94.78,tcp,1151,0.52,18,2213.46,reset
2026-04-03T11:15:30,192.168.57.126,76.162.38.16,udp,555,0.23,"S,A",2413.04,reset
2026-04-03T11:16:00,192.168.77.139,192.168.77.139,udp,1596,1.04,"S,A",1534.62,reset
2026-04-03T11:16:30,192.168.142.30,137.48.219.34,icmp,625,1.8,"S,A",347.22,syn_sent
2026-04-03T11:17:00,10.93.121.74,10.93.121.74,udp,1453,0.64,2,2270.31,closed
2026-04-03T11:17:30,192.168.239.145,77.137.61.108,icmp,203,1.87,"S,A",108.56,closed
2026-04-03T11:18:00,172.30.68.228,172.30.68.228,icmp,1042,0.11,,9472.73,closed
2026-04-03T11:18:30,192.168.199.197,27.194.183.52,icmp,1194,0.63,16,1895.24,reset
2026-04-03T11:19:00,192.168.100.128,192.168.100.128,tcp,1112,1.9,S,585.26,syn_sent
2026-04-03T11:19:30,10.86.206.166,139.211.241.102,udp,796,0.95,F,837.89,closed
