timestamp,src_ip,dst_ip,protocol,packet_size,duration,tcp_flags,byte_rate,connection_state,label
2026-04-03T09:03:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,8,anomaly
2026-04-03T09:04:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,1,anomaly
2026-04-03T09:04:30,0.0.0.0,0.0.0.0,tcp,12,0,SF,12,11,anomaly
2026-04-03T09:05:00,0.0.0.0,0.0.0.0,tcp,0,7414,SF,0,211,anomaly
2026-04-03T09:05:30,0.0.0.0,0.0.0.0,tcp,2599,1,SF,2599,241,anomaly
2026-04-03T09:06:00,0.0.0.0,0.0.0.0,udp,45,0,SF,45,225,normal
2026-04-03T09:06:30,0.0.0.0,0.0.0.0,udp,1,0,SF,1,1,anomaly
2026-04-03T09:07:00,0.0.0.0,0.0.0.0,tcp,56504,805,RSTR,56504,254,anomaly
2026-04-03T09:07:30,0.0.0.0,0.0.0.0,tcp,0,2,RSTO,0,86,anomaly
2026-04-03T09:08:00,0.0.0.0,0.0.0.0,udp,47,0,SF,47,254,anomaly
2026-04-03T09:08:30,0.0.0.0,0.0.0.0,tcp,125,0,SF,125,147,anomaly
2026-04-03T09:09:00,0.0.0.0,0.0.0.0,tcp,2599,1,SF,2599,246,anomaly
2026-04-03T09:09:30,0.0.0.0,0.0.0.0,tcp,26,0,SF,26,48,anomaly
2026-04-03T09:10:00,0.0.0.0,0.0.0.0,tcp,12,0,SF,12,13,anomaly
2026-04-03T09:10:30,0.0.0.0,0.0.0.0,tcp,56504,2068,RSTR,56504,243,anomaly
2026-04-03T09:11:00,0.0.0.0,0.0.0.0,tcp,283618,280,SF,283618,16,anomaly
2026-04-03T09:11:30,0.0.0.0,0.0.0.0,tcp,0,0,RSTR,0,1,anomaly
2026-04-03T09:12:00,0.0.0.0,0.0.0.0,tcp,1050,0,SF,1050,14,normal
2026-04-03T09:12:30,0.0.0.0,0.0.0.0,udp,44,0,SF,44,234,normal
2026-04-03T09:13:00,0.0.0.0,0.0.0.0,tcp,2599,1,SF,2599,139,anomaly
2026-04-03T09:13:30,0.0.0.0,0.0.0.0,tcp,54540,0,SF,54540,248,anomaly
2026-04-03T09:14:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,1,anomaly
2026-04-03T09:14:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,56,anomaly
2026-04-03T09:15:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,20,anomaly
2026-04-03T09:15:30,0.0.0.0,0.0.0.0,icmp,508,0,SF,508,192,anomaly
2026-04-03T09:16:00,0.0.0.0,0.0.0.0,tcp,120,0,SF,120,248,anomaly
2026-04-03T09:16:30,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,21,anomaly
2026-04-03T09:17:00,0.0.0.0,0.0.0.0,tcp,2599,1,SF,2599,126,anomaly
2026-04-03T09:17:30,0.0.0.0,0.0.0.0,tcp,337,0,SF,337,255,normal
2026-04-03T09:18:00,0.0.0.0,0.0.0.0,tcp,0,7228,SF,0,248,anomaly
2026-04-03T09:18:30,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,15,anomaly
2026-04-03T09:19:00,0.0.0.0,0.0.0.0,tcp,56504,2065,RSTR,56504,243,anomaly
2026-04-03T09:19:30,0.0.0.0,0.0.0.0,tcp,72564,2077,RSTR,72564,231,anomaly
2026-04-03T09:20:00,0.0.0.0,0.0.0.0,icmp,1032,0,SF,1032,129,anomaly
2026-04-03T09:20:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,1,anomaly
2026-04-03T09:21:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,8,anomaly
2026-04-03T09:21:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,4,anomaly
2026-04-03T09:22:00,0.0.0.0,0.0.0.0,udp,47,0,SF,47,255,normal
2026-04-03T09:22:30,0.0.0.0,0.0.0.0,udp,1,0,SF,1,9,normal
2026-04-03T09:23:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,2,anomaly
2026-04-03T09:23:30,0.0.0.0,0.0.0.0,udp,44,0,SF,44,254,normal
2026-04-03T09:24:00,0.0.0.0,0.0.0.0,icmp,1032,0,SF,1032,255,anomaly
2026-04-03T09:24:30,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,35,anomaly
2026-04-03T09:25:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,53,anomaly
2026-04-03T09:25:30,0.0.0.0,0.0.0.0,tcp,159,282,SF,159,25,anomaly
2026-04-03T09:26:00,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,1,anomaly
2026-04-03T09:26:30,0.0.0.0,0.0.0.0,icmp,18,0,SF,18,110,anomaly
2026-04-03T09:27:00,0.0.0.0,0.0.0.0,tcp,120,0,SF,120,224,anomaly
2026-04-03T09:27:30,0.0.0.0,0.0.0.0,tcp,687,0,SF,687,1,normal
2026-04-03T09:28:00,0.0.0.0,0.0.0.0,udp,44,0,SF,44,243,normal
2026-04-03T09:28:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,8,anomaly
2026-04-03T09:29:00,0.0.0.0,0.0.0.0,icmp,1008,0,SF,1008,255,anomaly
2026-04-03T09:29:30,0.0.0.0,0.0.0.0,tcp,26,0,SF,26,29,anomaly
2026-04-03T09:30:00,0.0.0.0,0.0.0.0,udp,45,0,SF,45,255,normal
2026-04-03T09:30:30,0.0.0.0,0.0.0.0,udp,105,0,SF,105,255,anomaly
2026-04-03T09:31:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,255,anomaly
2026-04-03T09:31:30,0.0.0.0,0.0.0.0,tcp,54540,0,SF,54540,254,anomaly
2026-04-03T09:32:00,0.0.0.0,0.0.0.0,tcp,305,0,SF,305,255,normal
2026-04-03T09:32:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,1,anomaly
2026-04-03T09:33:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,5,anomaly
2026-04-03T09:33:30,0.0.0.0,0.0.0.0,tcp,54540,0,SF,54540,255,anomaly
2026-04-03T09:34:00,0.0.0.0,0.0.0.0,tcp,0,7,RSTO,0,6,anomaly
2026-04-03T09:34:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,17,anomaly
2026-04-03T09:35:00,0.0.0.0,0.0.0.0,udp,1,0,SF,1,1,anomaly
2026-04-03T09:35:30,0.0.0.0,0.0.0.0,tcp,12,0,SF,12,29,anomaly
2026-04-03T09:36:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,1,anomaly
2026-04-03T09:36:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,18,anomaly
2026-04-03T09:37:00,0.0.0.0,0.0.0.0,udp,45,0,SF,45,255,normal
2026-04-03T09:37:30,0.0.0.0,0.0.0.0,tcp,28,3,SF,28,248,anomaly
2026-04-03T09:38:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,6,anomaly
2026-04-03T09:38:30,0.0.0.0,0.0.0.0,tcp,32,4,SF,32,193,anomaly
2026-04-03T09:39:00,0.0.0.0,0.0.0.0,tcp,26,4,SF,26,248,anomaly
2026-04-03T09:39:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,28,anomaly
2026-04-03T09:40:00,0.0.0.0,0.0.0.0,icmp,520,0,SF,520,116,anomaly
2026-04-03T09:40:30,0.0.0.0,0.0.0.0,icmp,552,0,SF,552,1,anomaly
2026-04-03T09:41:00,0.0.0.0,0.0.0.0,tcp,0,5,SF,0,57,anomaly
2026-04-03T09:41:30,0.0.0.0,0.0.0.0,udp,44,0,SF,44,255,normal
2026-04-03T09:42:00,0.0.0.0,0.0.0.0,icmp,1032,0,SF,1032,61,anomaly
2026-04-03T09:42:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,8,anomaly
2026-04-03T09:43:00,0.0.0.0,0.0.0.0,tcp,124,0,SF,124,169,anomaly
2026-04-03T09:43:30,0.0.0.0,0.0.0.0,tcp,0,8196,SF,0,40,anomaly
2026-04-03T09:44:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,2,anomaly
2026-04-03T09:44:30,0.0.0.0,0.0.0.0,udp,5,0,SF,5,21,anomaly
2026-04-03T09:45:00,0.0.0.0,0.0.0.0,icmp,8,0,SF,8,65,anomaly
2026-04-03T09:45:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,17,anomaly
2026-04-03T09:46:00,0.0.0.0,0.0.0.0,icmp,1032,0,SF,1032,255,anomaly
2026-04-03T09:46:30,0.0.0.0,0.0.0.0,udp,1,0,SF,1,1,anomaly
2026-04-03T09:47:00,0.0.0.0,0.0.0.0,tcp,4209,9,SF,4209,2,anomaly
2026-04-03T09:47:30,0.0.0.0,0.0.0.0,tcp,0,0,SH,0,1,anomaly
2026-04-03T09:48:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,2,anomaly
2026-04-03T09:48:30,0.0.0.0,0.0.0.0,icmp,40008,0,SF,40008,102,normal
2026-04-03T09:49:00,0.0.0.0,0.0.0.0,tcp,0,0,SH,0,1,anomaly
2026-04-03T09:49:30,0.0.0.0,0.0.0.0,udp,44,0,SF,44,255,normal
2026-04-03T09:50:00,0.0.0.0,0.0.0.0,icmp,1032,0,SF,1032,255,anomaly
2026-04-03T09:50:30,0.0.0.0,0.0.0.0,tcp,56504,2072,RSTR,56504,242,anomaly
2026-04-03T09:51:00,0.0.0.0,0.0.0.0,tcp,31,5,SF,31,231,anomaly
2026-04-03T09:51:30,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,59,anomaly
2026-04-03T09:52:00,0.0.0.0,0.0.0.0,tcp,0,7266,SF,0,229,anomaly
2026-04-03T09:52:30,0.0.0.0,0.0.0.0,tcp,125,0,SF,125,133,anomaly
2026-04-03T09:53:00,0.0.0.0,0.0.0.0,tcp,54540,0,SF,54540,254,anomaly
2026-04-03T09:53:30,0.0.0.0,0.0.0.0,tcp,12,0,SF,12,19,anomaly
2026-04-03T09:54:00,0.0.0.0,0.0.0.0,udp,41,0,SF,41,254,anomaly
2026-04-03T09:54:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,8,anomaly
2026-04-03T09:55:00,0.0.0.0,0.0.0.0,udp,49,0,SF,49,255,normal
2026-04-03T09:55:30,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,58,anomaly
2026-04-03T09:56:00,0.0.0.0,0.0.0.0,tcp,57964,803,RSTR,57964,253,anomaly
2026-04-03T09:56:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,85,anomaly
2026-04-03T09:57:00,0.0.0.0,0.0.0.0,tcp,0,0,SH,0,1,anomaly
2026-04-03T09:57:30,0.0.0.0,0.0.0.0,tcp,0,7277,SF,0,240,anomaly
2026-04-03T09:58:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,1,anomaly
2026-04-03T09:58:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,255,anomaly
2026-04-03T09:59:00,0.0.0.0,0.0.0.0,udp,50,0,SF,50,254,anomaly
2026-04-03T09:59:30,0.0.0.0,0.0.0.0,tcp,0,0,S3,0,95,anomaly
2026-04-03T10:00:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,1,anomaly
2026-04-03T10:00:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,255,anomaly
2026-04-03T10:01:00,0.0.0.0,0.0.0.0,tcp,32,4,SF,32,243,anomaly
2026-04-03T10:01:30,0.0.0.0,0.0.0.0,icmp,8,0,SF,8,18,anomaly
2026-04-03T10:02:00,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,85,anomaly
2026-04-03T10:02:30,0.0.0.0,0.0.0.0,tcp,160,282,SF,160,1,anomaly
2026-04-03T10:03:00,0.0.0.0,0.0.0.0,icmp,18,0,SF,18,117,anomaly
2026-04-03T10:03:30,0.0.0.0,0.0.0.0,tcp,10,0,SF,10,1,normal
2026-04-03T10:04:00,0.0.0.0,0.0.0.0,udp,46,0,SF,46,254,anomaly
2026-04-03T10:04:30,0.0.0.0,0.0.0.0,tcp,120,0,SF,120,81,anomaly
2026-04-03T10:05:00,0.0.0.0,0.0.0.0,tcp,54540,0,SF,54540,248,anomaly
2026-04-03T10:05:30,0.0.0.0,0.0.0.0,udp,43,0,SF,43,254,anomaly
2026-04-03T10:06:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,17,anomaly
2026-04-03T10:06:30,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,3,anomaly
2026-04-03T10:07:00,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,10,anomaly
2026-04-03T10:07:30,0.0.0.0,0.0.0.0,tcp,120,0,SF,120,248,anomaly
2026-04-03T10:08:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,1,anomaly
2026-04-03T10:08:30,0.0.0.0,0.0.0.0,tcp,30,6,SF,30,249,anomaly
2026-04-03T10:09:00,0.0.0.0,0.0.0.0,tcp,0,3,RSTOS0,0,2,normal
2026-04-03T10:09:30,0.0.0.0,0.0.0.0,tcp,12,0,SF,12,16,anomaly
2026-04-03T10:10:00,0.0.0.0,0.0.0.0,tcp,0,0,RSTO,0,2,anomaly
2026-04-03T10:10:30,0.0.0.0,0.0.0.0,udp,45,0,SF,45,220,normal
2026-04-03T10:11:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,19,anomaly
2026-04-03T10:11:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,245,anomaly
2026-04-03T10:12:00,0.0.0.0,0.0.0.0,udp,105,0,SF,105,188,normal
2026-04-03T10:12:30,0.0.0.0,0.0.0.0,tcp,12,0,SF,12,21,anomaly
2026-04-03T10:13:00,0.0.0.0,0.0.0.0,udp,1,0,SF,1,2,anomaly
2026-04-03T10:13:30,0.0.0.0,0.0.0.0,tcp,26,4,SF,26,248,anomaly
2026-04-03T10:14:00,0.0.0.0,0.0.0.0,udp,44,0,SF,44,255,normal
2026-04-03T10:14:30,0.0.0.0,0.0.0.0,tcp,126,0,SF,126,206,anomaly
2026-04-03T10:15:00,0.0.0.0,0.0.0.0,udp,42,0,SF,42,254,normal
2026-04-03T10:15:30,0.0.0.0,0.0.0.0,tcp,0,6,REJ,0,1,anomaly
2026-04-03T10:16:00,0.0.0.0,0.0.0.0,tcp,54540,0,SF,54540,252,anomaly
2026-04-03T10:16:30,0.0.0.0,0.0.0.0,udp,55,0,SF,55,255,normal
2026-04-03T10:17:00,0.0.0.0,0.0.0.0,tcp,1,8060,S3,1,44,anomaly
2026-04-03T10:17:30,0.0.0.0,0.0.0.0,udp,54,0,SF,54,255,normal
2026-04-03T10:18:00,0.0.0.0,0.0.0.0,tcp,24,8,SF,24,85,anomaly
2026-04-03T10:18:30,0.0.0.0,0.0.0.0,udp,1,0,SF,1,1,anomaly
2026-04-03T10:19:00,0.0.0.0,0.0.0.0,tcp,158,282,SF,158,103,anomaly
2026-04-03T10:19:30,0.0.0.0,0.0.0.0,tcp,0,0,S0,0,255,anomaly
2026-04-03T10:20:00,0.0.0.0,0.0.0.0,tcp,0,0,REJ,0,1,anomaly
2026-04-03T10:20:30,0.0.0.0,0.0.0.0,tcp,32,4,SF,32,181,anomaly
